,age,Gender_Male,Gender_Female,Gender_None,Purchase_Categories_Beauty_and_Personal_Care,Purchase_Categories_Clothing_and_Fashion,Purchase_Categories_Groceries_and_Gourmet_Food,Purchase_Categories_Home_and_Kitchen,Purchase_Frequency,Browsing_Frequency,Personalized_Recommendation_Frequency_Purchase,Personalized_Recommendation_Frequency,Recommendation_Helpfulness,Shopping_Satisfaction,Improvement_Areas
338,34,0,0,1,1,0,0,0,5,4,3,5,3,5,Product quality and accuracy
339,26,0,1,0,0,1,0,0,2,3,1,1,3,3,Product quality and accuracy
340,26,1,0,0,1,1,1,1,2,4,3,1,2,1,Customer service responsiveness
341,24,0,0,1,0,1,0,0,1,1,2,4,2,4,Customer service responsiveness
342,26,0,1,0,1,1,0,1,2,3,1,4,1,3,Customer service responsiveness
343,29,1,0,0,1,0,1,1,1,3,2,3,2,1,Reducing packaging waste
344,37,0,0,1,1,1,0,0,3,4,3,3,1,2,Product quality and accuracy
345,34,0,0,1,0,1,0,0,3,3,2,3,1,3,Customer service responsiveness
346,31,0,1,0,1,1,1,1,2,3,3,2,2,1,Customer service responsiveness
347,27,1,0,0,1,1,0,0,5,2,1,2,3,2,Customer service responsiveness
348,23,1,0,0,0,1,0,1,2,2,2,2,3,2,Product quality and accuracy
349,21,0,0,1,1,0,0,1,2,2,2,2,1,2,Customer service responsiveness
350,53,1,0,0,0,0,1,1,1,3,3,1,2,1,Customer service responsiveness
351,26,0,0,1,1,1,1,0,2,3,1,3,2,2,Shipping speed and reliability
352,28,0,0,1,1,1,0,1,3,2,2,2,3,2,Customer service responsiveness
353,47,0,1,0,1,1,1,1,2,4,3,2,2,2,Customer service responsiveness
354,37,0,0,1,0,1,0,1,4,4,3,2,1,2,Product quality and accuracy
355,37,0,0,1,1,0,1,0,4,3,2,3,1,1,Shipping speed and reliability
356,39,1,0,0,1,1,1,1,1,3,3,5,2,2,Shipping speed and reliability
357,40,0,0,1,0,1,1,0,3,2,1,2,1,3,Customer service responsiveness
358,23,0,1,0,1,0,1,0,3,2,2,2,1,1,Shipping speed and reliability
359,25,0,0,1,0,1,0,1,3,3,1,2,1,2,Product quality and accuracy
360,34,0,1,0,1,1,0,0,5,4,3,5,2,1,Customer service responsiveness
361,26,0,1,0,0,1,1,1,3,3,1,2,2,2,Shipping speed and reliability
362,31,0,0,1,0,1,0,1,4,4,1,4,1,3,Customer service responsiveness
363,26,0,1,0,0,1,0,1,3,1,2,4,1,2,Product quality and accuracy
364,34,0,1,0,1,1,1,1,3,2,2,2,2,3,Customer service responsiveness
365,18,0,1,0,1,1,0,0,3,4,3,3,2,1,Customer service responsiveness
366,40,1,0,0,1,1,1,0,3,2,2,2,3,2,Customer service responsiveness
367,42,0,1,0,0,1,0,1,3,3,1,3,2,2,Customer service responsiveness
368,35,0,0,1,1,1,1,1,2,4,2,1,2,1,Customer service responsiveness
369,37,1,0,0,0,1,0,1,2,3,1,2,2,2,Customer service responsiveness
370,46,1,0,0,0,0,0,1,1,1,2,4,2,4,Product quality and accuracy
371,24,0,0,1,1,1,0,0,3,3,2,5,2,2,I don't have any problem with Amazon
372,35,0,0,1,1,0,1,0,2,3,1,2,1,2,Product quality and accuracy
373,46,0,1,0,1,1,1,1,2,3,2,2,1,2,Shipping speed and reliability
374,32,0,0,1,1,1,1,1,2,4,3,2,2,1,Customer service responsiveness
375,35,0,1,0,1,1,0,1,3,4,2,2,1,2,Customer service responsiveness
376,36,0,1,0,1,1,0,1,3,3,3,2,2,1,Reducing packaging waste
377,15,0,1,0,1,1,0,1,5,4,1,1,3,2,Product quality and accuracy
378,43,0,0,1,0,0,1,1,1,1,2,1,2,1,No problems with Amazon
379,20,0,0,1,1,1,0,1,5,4,2,4,1,2,Product quality and accuracy
380,34,0,1,0,1,1,0,1,5,4,2,2,1,1,Product quality and accuracy
381,34,1,0,0,1,1,1,1,1,2,3,1,2,1,Customer service responsiveness
382,47,0,1,0,1,1,0,1,3,4,1,2,1,2,Shipping speed and reliability
383,25,0,1,0,0,1,0,1,3,3,3,2,1,3,Shipping speed and reliability
384,21,0,0,1,1,1,0,0,2,4,2,3,2,1,Customer service responsiveness
385,24,0,0,1,0,1,0,1,2,2,1,3,1,1,Customer service responsiveness
386,36,0,1,0,1,1,1,0,3,2,3,2,3,1,Customer service responsiveness
387,46,1,0,0,0,1,0,1,3,2,1,1,2,2,Reducing packaging waste
388,27,1,0,0,1,1,0,1,2,2,2,1,1,1,Customer service responsiveness
389,25,1,0,0,0,1,0,1,3,2,1,2,2,1,Product quality and accuracy
390,43,1,0,0,1,1,0,1,4,3,2,2,2,2,Customer service responsiveness
391,32,0,0,1,1,1,0,0,5,3,2,1,3,1,Customer service responsiveness
392,18,1,0,0,0,1,0,1,4,3,2,3,2,3,Reducing packaging waste
393,45,0,1,0,1,1,0,1,5,2,1,3,1,3,Reducing packaging waste
394,25,0,0,1,1,1,0,0,2,3,3,1,3,1,Reducing packaging waste
395,45,1,0,0,0,1,0,1,1,2,2,2,1,3,Customer service responsiveness
396,32,0,1,0,1,1,1,1,4,3,2,2,1,2,Customer service responsiveness
397,42,0,1,0,1,1,1,1,2,2,2,1,1,2,Customer service responsiveness
398,35,0,1,0,0,1,0,1,5,2,1,3,1,4,Customer service responsiveness
399,35,0,1,0,0,1,1,1,3,2,1,4,2,3,Customer service responsiveness
400,52,1,0,0,1,0,1,0,5,3,3,3,2,1,Shipping speed and reliability
401,24,0,1,0,0,0,0,1,1,1,1,4,3,3,Product quality and accuracy
402,28,0,1,0,1,1,0,1,4,3,1,2,1,2,Product quality and accuracy
403,33,0,1,0,1,1,0,1,5,4,1,2,3,2,Product quality and accuracy
404,23,0,1,0,1,1,0,1,1,1,2,4,2,5,Product quality and accuracy
405,21,0,1,0,1,1,0,0,1,2,3,1,3,2,Product quality and accuracy
406,34,0,1,0,0,0,0,1,3,2,1,1,1,3,Reducing packaging waste
407,23,0,0,1,0,1,0,0,2,2,1,3,2,2,Customer service responsiveness
408,34,0,0,1,1,0,0,0,3,1,2,2,2,5,Shipping speed and reliability
409,34,0,1,0,0,0,0,1,4,3,1,2,2,2,Reducing packaging waste
410,25,0,1,0,0,0,0,0,1,1,2,3,2,3,Shipping speed and reliability
411,32,1,0,0,0,0,0,0,1,1,2,2,2,2,Customer service responsiveness
412,24,0,1,0,0,0,0,1,3,3,3,2,3,2,Product quality and accuracy
413,34,0,1,0,0,1,0,0,3,2,2,5,1,3,Reducing packaging waste
414,44,1,0,0,1,0,0,0,4,3,2,3,2,3,Reducing packaging waste
415,23,0,1,0,1,1,0,1,4,3,2,2,1,1,Customer service responsiveness
416,23,0,1,0,0,1,0,0,3,1,2,3,1,2,Customer service responsiveness
417,34,0,1,0,1,0,0,0,4,2,2,3,1,2,Reducing packaging waste
418,23,0,1,0,1,1,0,0,4,4,3,3,3,4,Reducing packaging waste
419,36,0,1,0,0,0,0,1,2,3,1,3,3,2,Product quality and accuracy
420,24,0,1,0,1,1,1,1,3,4,2,3,1,3,Customer service responsiveness
421,21,0,1,0,1,1,0,0,4,3,1,3,3,3,Reducing packaging waste
422,21,0,1,0,0,1,0,0,3,3,2,2,3,2,Customer service responsiveness
423,45,1,0,0,0,1,0,0,2,4,2,2,1,2,Product quality and accuracy
424,21,0,1,0,1,0,0,0,4,2,2,2,2,2,Customer service responsiveness
425,23,0,1,0,0,1,0,0,4,3,3,2,2,2,Reducing packaging waste
426,21,0,1,0,1,0,1,1,4,2,3,3,2,1,Reducing packaging waste
427,34,0,1,0,0,1,0,0,2,3,2,2,1,3,Reducing packaging waste
428,21,0,1,0,1,0,0,0,3,2,2,2,2,3,Reducing packaging waste
429,23,0,1,0,0,1,0,0,4,2,2,2,1,3,Customer service responsiveness
430,21,0,1,0,0,1,1,0,4,2,2,3,2,4,Reducing packaging waste
431,32,0,1,0,0,0,0,0,2,2,2,3,1,3,Customer service responsiveness
432,35,0,0,1,0,0,1,0,4,3,1,4,2,2,Customer service responsiveness
433,37,1,0,0,1,0,1,1,2,3,3,2,2,1,Reducing packaging waste
434,23,0,1,0,0,1,0,0,4,2,1,1,2,2,Reducing packaging waste
435,33,0,0,1,0,1,0,0,3,2,2,3,2,2,Customer service responsiveness
436,35,0,1,0,0,1,0,1,3,2,2,2,2,2,Reducing packaging waste
437,44,0,1,0,0,1,0,0,4,3,2,3,2,4,Reducing packaging waste
438,34,1,0,0,0,1,0,0,4,2,2,2,2,2,Reducing packaging waste
439,34,0,0,1,0,1,0,0,2,2,1,2,2,3,Customer service responsiveness
440,34,0,1,0,0,0,0,0,3,2,1,1,1,1,Customer service responsiveness
441,34,0,1,0,0,1,0,0,3,3,1,2,2,1,Reducing packaging waste
442,23,0,1,0,1,0,0,0,5,3,1,3,2,2,Product quality and accuracy
443,33,0,1,0,0,1,0,0,3,4,3,3,2,1,Customer service responsiveness
444,23,0,1,0,0,1,0,0,3,1,2,3,1,3,Reducing packaging waste
445,34,0,1,0,0,0,1,1,3,2,2,1,2,2,Reducing packaging waste
446,23,0,1,0,1,0,0,1,3,2,2,3,2,4,Reducing packaging waste
447,34,0,0,1,0,1,0,0,4,2,2,2,2,3,Customer service responsiveness
448,23,0,1,0,0,1,0,0,3,4,3,3,2,3,Reducing packaging waste
449,23,0,1,0,1,0,0,0,4,2,2,2,2,3,Reducing packaging waste
450,23,0,1,0,1,0,0,1,4,3,2,3,2,1,Reducing packaging waste
451,23,0,0,1,0,1,1,1,2,2,2,2,2,2,Reducing packaging waste
452,45,0,1,0,1,0,0,0,3,2,2,3,1,3,Customer service responsiveness
453,23,0,1,0,0,1,0,0,1,4,1,2,2,1,Reducing packaging waste
454,34,0,0,1,1,0,0,0,4,2,2,3,2,3,Customer service responsiveness
455,45,0,1,0,1,0,0,1,2,3,3,3,2,3,Customer service responsiveness
456,34,0,1,0,1,0,0,0,4,3,2,3,2,2,Customer service responsiveness
457,45,0,1,0,0,1,1,0,3,2,2,3,2,1,Reducing packaging waste
458,67,0,1,0,1,0,0,0,3,2,2,1,3,3,Customer service responsiveness
459,34,0,0,1,1,0,0,0,4,1,2,2,3,2,Customer service responsiveness
460,21,0,1,0,1,0,0,0,3,3,2,3,2,3,Customer service responsiveness
461,17,0,1,0,0,1,0,0,3,3,2,3,2,2,Customer service responsiveness
462,34,0,1,0,0,1,0,0,3,3,2,2,2,3,Product quality and accuracy
463,46,0,0,1,0,1,0,0,3,3,2,3,2,3,Customer service responsiveness
464,54,0,1,0,0,1,0,0,3,3,2,3,2,3,Product quality and accuracy
465,56,0,0,1,0,1,0,0,4,2,2,3,2,3,Customer service responsiveness
466,50,0,0,1,1,1,1,1,3,3,2,3,2,4,Shipping speed and reliability
467,56,0,0,1,1,0,0,0,3,2,2,4,2,3,Reducing packaging waste
468,22,0,0,1,0,1,0,0,3,3,3,4,2,3,Customer service responsiveness
469,25,0,0,1,0,1,0,0,3,2,2,3,2,3,Customer service responsiveness
470,23,1,0,0,1,0,0,0,3,2,2,3,2,3,Customer service responsiveness
471,23,0,0,1,0,1,0,0,4,2,2,3,2,3,Customer service responsiveness
472,56,0,1,0,0,1,0,0,3,3,2,3,2,3,Customer service responsiveness
473,56,0,1,0,1,0,0,1,5,3,2,3,2,3,Customer service responsiveness
474,23,0,1,0,1,0,0,0,3,2,2,3,2,3,Reducing packaging waste
475,56,0,1,0,1,1,0,0,4,3,2,4,2,3,Reducing packaging waste
476,23,0,1,0,1,0,0,0,3,4,2,3,2,3,Customer service responsiveness
477,45,0,1,0,0,0,0,1,3,3,2,3,2,3,Customer service responsiveness
478,23,0,1,0,1,0,0,0,3,3,2,3,2,3,Customer service responsiveness
479,23,0,1,0,1,0,0,0,2,2,2,3,2,3,Customer service responsiveness
480,34,0,0,1,0,1,0,0,3,2,2,2,2,3,Customer service responsiveness
481,34,0,1,0,0,1,0,0,3,3,1,2,2,2,Reducing packaging waste
482,45,0,0,1,1,0,0,0,3,2,1,2,2,2,Product quality and accuracy
483,33,0,0,1,1,0,0,0,4,2,1,2,3,2,Product quality and accuracy
484,34,0,1,0,1,0,0,0,4,3,2,2,2,1,Reducing packaging waste
485,45,0,0,1,1,0,0,0,4,2,2,4,2,3,Customer service responsiveness
486,45,1,0,0,1,0,0,0,3,3,1,3,2,3,Product quality and accuracy
487,34,0,1,0,0,1,0,0,4,3,1,2,2,3,Customer service responsiveness
488,67,0,0,1,0,0,0,1,3,3,2,2,2,2,Reducing packaging waste
489,34,0,1,0,1,0,0,0,4,3,2,3,2,4,Reducing packaging waste
490,45,0,0,1,1,0,0,0,1,3,1,3,2,2,Customer service responsiveness
491,23,0,1,0,0,1,0,0,2,3,2,3,2,3,Reducing packaging waste
492,21,0,0,1,0,1,0,0,1,2,2,3,2,3,Customer service responsiveness
493,23,0,1,0,1,0,0,0,3,3,2,3,2,4,Customer service responsiveness
494,23,0,0,1,1,1,0,0,5,3,2,3,3,3,Reducing packaging waste
495,42,0,1,0,0,1,0,0,4,3,2,3,2,3,Customer service responsiveness
496,23,0,0,1,0,1,0,0,4,2,2,4,2,3,Shipping speed and reliability
497,23,0,0,1,1,0,0,0,5,2,2,3,2,3,Customer service responsiveness
498,25,0,0,1,1,0,0,0,3,2,2,3,2,3,Reducing packaging waste
499,40,1,0,0,1,1,0,1,5,3,1,2,3,1,Product quality and accuracy
500,23,0,1,0,1,0,0,0,3,3,3,3,2,3,Customer service responsiveness
501,23,0,1,0,0,1,0,0,5,2,2,3,2,3,Reducing packaging waste
502,27,1,0,0,0,1,0,0,1,1,2,3,2,2,Product quality and accuracy
503,39,1,0,0,0,0,0,1,2,3,2,1,3,1,Reducing packaging waste
504,32,0,1,0,0,1,0,1,2,3,1,5,3,2,Shipping speed and reliability
505,36,0,1,0,0,0,0,1,1,1,1,2,3,2,Product quality and accuracy
506,40,0,1,0,0,1,0,0,2,1,3,5,3,4,Customer service responsiveness
507,23,1,0,0,0,1,0,0,2,1,2,3,2,1,Customer service responsiveness
508,45,0,1,0,1,0,0,0,4,2,2,3,2,1,Reducing packaging waste
509,45,0,0,1,0,1,0,0,3,4,3,1,3,1,Product quality and accuracy
510,45,0,0,1,1,0,0,0,3,2,3,2,2,1,Product quality and accuracy
511,45,0,0,1,0,1,1,0,3,4,3,1,2,1,Reducing packaging waste
512,45,0,1,0,0,1,0,0,3,4,1,4,1,4,Shipping speed and reliability
513,32,1,0,0,0,1,0,1,2,1,1,2,1,5,Customer service responsiveness
514,34,0,0,1,0,0,0,1,2,2,2,3,1,2,Reducing packaging waste
515,54,1,0,0,0,1,1,1,3,2,2,3,1,3,Reducing packaging waste
516,25,1,0,0,1,1,0,1,4,2,1,3,1,2,Customer service responsiveness
517,26,0,0,1,0,1,0,1,2,4,1,3,1,2,Product quality and accuracy
518,36,0,1,0,1,1,0,1,3,3,1,3,1,2,Reducing packaging waste
519,22,1,0,0,0,1,0,1,2,2,2,2,1,2,Customer service responsiveness
520,34,0,1,0,0,1,0,0,3,3,2,2,2,2,Product quality and accuracy
521,35,0,1,0,1,1,0,1,3,2,1,2,2,3,Customer service responsiveness
522,34,0,0,1,1,1,1,1,3,3,2,2,2,4,Reducing packaging waste
523,21,0,0,1,1,1,1,1,5,2,1,5,1,4,Product quality and accuracy
524,24,0,1,0,1,1,0,1,3,1,1,5,1,5,Reducing packaging waste
525,26,0,0,1,0,0,0,1,1,1,1,5,1,5,Product quality and accuracy
526,36,1,0,0,1,1,0,1,2,1,1,4,1,4,Customer service responsiveness
527,36,0,1,0,0,0,1,0,2,2,2,3,2,3,Reducing packaging waste
528,28,0,1,0,1,1,1,1,4,4,2,3,2,4,Reducing packaging waste
529,40,0,1,0,1,0,1,0,3,2,3,3,1,3,Shipping speed and reliability
530,50,0,1,0,1,1,0,1,3,3,1,3,2,3,Reducing packaging waste
531,27,1,0,0,1,1,0,1,2,2,2,2,1,3,Product quality and accuracy
532,27,0,1,0,1,1,0,0,3,2,1,3,2,4,Shipping speed and reliability
533,45,1,0,0,0,1,0,1,3,2,2,2,3,3,Product quality and accuracy
534,46,0,1,0,0,1,0,1,3,2,2,2,3,3,Reducing packaging waste
535,60,0,0,1,0,0,0,1,1,2,2,4,1,4,Customer service responsiveness
536,32,0,1,0,1,1,0,1,3,3,3,2,1,4,Reducing packaging waste
537,45,0,1,0,1,1,1,1,3,3,2,3,1,2,Customer service responsiveness
538,25,0,1,0,1,1,0,1,5,3,3,2,1,2,Customer service responsiveness
539,37,0,1,0,1,1,1,1,3,3,3,3,1,3,Shipping speed and reliability
540,37,0,1,0,1,1,0,0,3,1,1,1,1,3,Customer service responsiveness
541,32,1,0,0,1,1,0,1,3,3,2,2,1,3,Customer service responsiveness
542,56,1,0,0,1,1,0,1,3,3,1,2,1,2,Reducing packaging waste
543,34,0,1,0,1,1,0,1,3,3,2,3,1,2,Customer service responsiveness
544,21,1,0,0,1,1,1,1,2,3,1,2,3,1,Product quality and accuracy
545,46,1,0,0,1,1,1,0,3,3,3,2,3,2,Product quality and accuracy
546,21,1,0,0,1,1,0,1,5,1,2,1,3,1,Reducing packaging waste
547,31,0,1,0,1,1,1,0,3,3,2,5,2,2,Customer service responsiveness
548,36,0,1,0,1,1,1,1,5,4,2,2,1,2,Customer service responsiveness
549,35,0,1,0,1,0,0,1,3,2,2,3,3,1,Product quality and accuracy
550,25,1,0,0,1,1,0,1,3,2,2,2,2,3,Customer service responsiveness
551,45,0,1,0,0,1,0,0,3,1,2,3,1,1,Customer service responsiveness
552,36,0,1,0,1,1,0,0,3,3,1,1,3,1,Reducing packaging waste
553,36,0,1,0,1,1,1,0,4,2,1,1,2,2,Product quality and accuracy
554,43,1,0,0,1,0,0,0,2,4,2,1,3,1,Product quality and accuracy
555,34,0,1,0,1,1,1,0,5,3,1,1,3,1,Customer service responsiveness
556,43,1,0,0,1,1,1,1,3,3,1,2,1,2,Reducing packaging waste
557,25,0,1,0,0,1,0,0,3,3,1,2,1,2,Customer service responsiveness
558,43,0,1,0,1,1,0,1,5,3,2,3,2,2,Customer service responsiveness
559,56,0,1,0,1,1,1,0,5,3,2,3,2,2,Product quality and accuracy
560,32,0,1,0,1,0,1,0,3,2,1,3,1,3,Customer service responsiveness
561,21,1,0,0,0,1,0,0,4,3,2,4,2,2,Customer service responsiveness
562,34,1,0,0,0,1,0,0,1,3,1,2,1,3,Customer service responsiveness
563,34,0,1,0,0,1,1,0,4,4,1,2,1,2,Product quality and accuracy
564,34,0,1,0,0,1,0,0,4,3,1,4,2,4,Shipping speed and reliability
565,45,0,0,1,0,1,0,0,2,3,2,3,2,3,Reducing packaging waste
566,45,0,1,0,1,0,0,0,4,3,3,3,2,4,Product quality and accuracy
567,45,0,0,1,0,0,0,1,1,2,2,4,3,4,Shipping speed and reliability
568,45,0,1,0,0,0,1,0,3,4,2,3,2,3,Product quality and accuracy
569,45,0,1,0,1,0,0,0,3,2,3,3,2,3,Reducing packaging waste
570,45,0,0,1,0,1,0,0,4,4,2,4,2,4,Product quality and accuracy
571,25,0,1,0,1,0,0,0,2,2,2,3,2,3,Customer service responsiveness
572,45,0,0,1,1,0,0,0,3,2,2,3,2,3,Product quality and accuracy
573,60,1,0,0,1,0,0,0,4,2,2,3,2,3,Customer service responsiveness
574,26,1,0,0,0,0,1,0,3,3,2,3,2,3,Customer service responsiveness
575,25,0,0,1,1,0,0,0,3,3,2,3,2,3,Customer service responsiveness
576,45,0,1,0,1,0,0,0,5,3,2,4,2,4,Customer service responsiveness
577,12,0,1,0,1,0,0,0,5,3,3,3,2,4,Customer service responsiveness
578,56,0,0,1,1,0,0,0,3,4,2,3,2,4,Customer service responsiveness
579,45,0,1,0,1,0,0,0,5,3,3,3,3,2,Customer service responsiveness
580,41,0,1,0,1,0,0,0,4,3,2,4,2,3,Product quality and accuracy
581,23,0,1,0,1,0,0,0,4,3,2,3,2,3,Customer service responsiveness
582,23,0,1,0,1,0,0,0,5,3,3,4,2,3,Customer service responsiveness
583,45,0,1,0,1,0,0,0,5,3,2,3,2,3,Reducing packaging waste
584,25,0,1,0,1,0,0,0,3,3,2,4,2,4,Reducing packaging waste
585,25,1,0,0,1,0,0,0,5,3,2,3,2,2,Product quality and accuracy
586,23,0,1,0,0,1,0,0,3,3,2,3,2,3,Customer service responsiveness
587,23,0,1,0,0,1,0,0,3,3,2,3,2,3,Customer service responsiveness
588,23,0,1,0,0,1,0,0,2,2,2,3,2,3,Customer service responsiveness
589,23,0,1,0,1,0,0,0,4,3,2,3,2,3,Customer service responsiveness
590,23,0,0,1,1,0,0,1,5,2,2,3,2,3,Customer service responsiveness
591,23,0,1,0,1,0,0,0,5,2,2,3,2,5,Customer service responsiveness
592,23,0,1,0,0,0,1,0,4,3,2,4,2,4,Customer service responsiveness
593,23,0,1,0,1,0,0,0,2,3,2,4,2,4,Product quality and accuracy
594,23,0,1,0,1,0,0,0,3,3,3,3,2,4,Customer service responsiveness
595,25,0,1,0,1,0,0,0,4,4,2,3,2,3,Customer service responsiveness
596,23,0,1,0,1,0,0,0,4,3,2,3,2,4,Customer service responsiveness
597,23,0,1,0,0,1,0,0,4,3,2,3,2,3,Reducing packaging waste
598,23,0,1,0,1,0,0,0,2,3,2,3,2,3,Product quality and accuracy
599,23,0,1,0,1,1,0,0,3,2,3,2,3,2,Product quality and accuracy
600,23,0,1,0,0,1,0,0,4,4,2,3,2,3,Product quality and accuracy
